#Saved Data from the class odmr_logic on 02.12.2022 at 14h34m08s.
#
#Parameters:
#===========
#
#Microwave CW Power (dBm): -4.0000000000000000e+00
#Microwave Sweep Power (dBm): -2.0000000000000000e+00
#Run Time (s): 6.0000000000000000e+03
#Number of frequency sweeps (#): 27
#Start Frequency (Hz): 5.4750000000000000e+09
#Stop Frequency (Hz): 5.4810000000000000e+09
#Step size (Hz): 2.0000000000000000e+05
#Clock Frequency (Hz): 20
#Channel: 0: /Dev1/Ctr3
#
#Data:
#=====
#count data (counts/s)
7.860000e+03	8.040000e+03	7.520000e+03	7.040000e+03	7.080000e+03	7.440000e+03	7.840000e+03	7.300000e+03	7.440000e+03	6.880000e+03	6.760000e+03	6.740000e+03	7.280000e+03	6.640000e+03	6.260000e+03	6.860000e+03	7.840000e+03	6.860000e+03	6.900000e+03	7.140000e+03	7.700000e+03	7.880000e+03	7.440000e+03	8.320000e+03	7.800000e+03	7.600000e+03	7.700000e+03	8.280000e+03	8.600000e+03	9.260000e+03	8.600000e+03
7.680000e+03	8.720000e+03	7.860000e+03	9.120000e+03	8.460000e+03	7.940000e+03	7.920000e+03	8.160000e+03	8.240000e+03	6.800000e+03	7.720000e+03	6.960000e+03	7.180000e+03	6.740000e+03	6.420000e+03	6.000000e+03	6.860000e+03	7.420000e+03	7.240000e+03	7.840000e+03	8.480000e+03	8.220000e+03	6.300000e+03	7.060000e+03	7.180000e+03	7.620000e+03	8.040000e+03	7.020000e+03	7.500000e+03	8.540000e+03	7.160000e+03
8.040000e+03	7.560000e+03	8.140000e+03	8.240000e+03	8.420000e+03	7.740000e+03	8.100000e+03	7.780000e+03	8.280000e+03	6.740000e+03	7.640000e+03	7.400000e+03	7.500000e+03	7.180000e+03	7.740000e+03	7.120000e+03	7.660000e+03	7.320000e+03	8.560000e+03	8.280000e+03	8.500000e+03	9.200000e+03	9.180000e+03	8.180000e+03	8.200000e+03	8.080000e+03	7.840000e+03	8.100000e+03	8.020000e+03	7.880000e+03	8.520000e+03
7.500000e+03	9.240000e+03	8.520000e+03	9.460000e+03	8.700000e+03	8.420000e+03	7.800000e+03	8.400000e+03	7.980000e+03	7.640000e+03	9.460000e+03	8.360000e+03	7.080000e+03	7.580000e+03	8.220000e+03	7.180000e+03	7.940000e+03	8.680000e+03	8.420000e+03	8.420000e+03	8.820000e+03	7.700000e+03	7.060000e+03	8.500000e+03	7.640000e+03	7.100000e+03	7.560000e+03	7.680000e+03	7.200000e+03	8.680000e+03	7.480000e+03
7.740000e+03	8.580000e+03	8.120000e+03	7.500000e+03	8.620000e+03	8.400000e+03	8.200000e+03	7.700000e+03	7.180000e+03	8.360000e+03	7.160000e+03	6.540000e+03	7.080000e+03	7.260000e+03	7.360000e+03	8.020000e+03	7.900000e+03	7.340000e+03	7.600000e+03	9.260000e+03	8.220000e+03	8.900000e+03	8.460000e+03	1.032000e+04	8.540000e+03	9.580000e+03	9.500000e+03	8.040000e+03	8.080000e+03	8.860000e+03	7.360000e+03
8.980000e+03	9.100000e+03	7.560000e+03	8.660000e+03	8.680000e+03	8.500000e+03	9.040000e+03	7.600000e+03	8.300000e+03	7.960000e+03	7.800000e+03	8.080000e+03	7.380000e+03	7.720000e+03	7.800000e+03	7.540000e+03	7.720000e+03	7.900000e+03	8.960000e+03	8.840000e+03	8.460000e+03	8.700000e+03	9.260000e+03	8.700000e+03	8.540000e+03	8.780000e+03	8.300000e+03	8.460000e+03	7.640000e+03	8.480000e+03	8.960000e+03
9.140000e+03	8.840000e+03	9.100000e+03	9.320000e+03	8.320000e+03	8.280000e+03	8.860000e+03	8.440000e+03	8.040000e+03	8.220000e+03	7.600000e+03	8.040000e+03	7.480000e+03	6.680000e+03	7.140000e+03	7.820000e+03	7.840000e+03	8.580000e+03	9.160000e+03	8.000000e+03	7.940000e+03	8.300000e+03	8.620000e+03	8.540000e+03	8.740000e+03	8.000000e+03	8.880000e+03	7.800000e+03	9.080000e+03	8.500000e+03	9.260000e+03
7.940000e+03	7.140000e+03	8.060000e+03	7.640000e+03	7.720000e+03	7.160000e+03	8.720000e+03	9.100000e+03	8.700000e+03	7.700000e+03	8.360000e+03	7.460000e+03	7.220000e+03	6.640000e+03	7.420000e+03	8.080000e+03	6.600000e+03	7.900000e+03	7.240000e+03	7.780000e+03	8.720000e+03	6.820000e+03	7.520000e+03	7.840000e+03	7.300000e+03	8.660000e+03	8.420000e+03	8.040000e+03	7.660000e+03	9.140000e+03	9.360000e+03
7.140000e+03	8.360000e+03	7.800000e+03	6.800000e+03	7.500000e+03	7.680000e+03	7.640000e+03	6.800000e+03	6.960000e+03	6.960000e+03	7.400000e+03	6.800000e+03	6.920000e+03	6.540000e+03	6.320000e+03	7.060000e+03	6.320000e+03	7.400000e+03	7.160000e+03	7.300000e+03	6.800000e+03	6.900000e+03	7.140000e+03	7.100000e+03	7.120000e+03	7.580000e+03	6.380000e+03	6.140000e+03	7.020000e+03	7.740000e+03	7.560000e+03
9.640000e+03	9.620000e+03	9.220000e+03	8.520000e+03	7.220000e+03	8.120000e+03	7.540000e+03	7.280000e+03	7.260000e+03	7.700000e+03	7.920000e+03	7.160000e+03	6.620000e+03	7.300000e+03	6.920000e+03	7.140000e+03	6.600000e+03	7.100000e+03	7.300000e+03	7.900000e+03	8.320000e+03	8.420000e+03	7.880000e+03	7.180000e+03	7.600000e+03	7.220000e+03	7.280000e+03	7.660000e+03	7.620000e+03	7.320000e+03	8.360000e+03
8.020000e+03	7.500000e+03	8.040000e+03	7.360000e+03	7.340000e+03	7.980000e+03	7.040000e+03	7.060000e+03	6.340000e+03	7.440000e+03	7.140000e+03	6.300000e+03	6.940000e+03	6.300000e+03	6.220000e+03	7.380000e+03	7.320000e+03	7.040000e+03	7.560000e+03	6.420000e+03	7.020000e+03	6.700000e+03	6.660000e+03	7.140000e+03	7.960000e+03	8.840000e+03	7.740000e+03	7.220000e+03	7.820000e+03	8.100000e+03	8.500000e+03
8.480000e+03	8.780000e+03	9.940000e+03	7.640000e+03	8.640000e+03	7.840000e+03	8.500000e+03	7.840000e+03	8.440000e+03	7.800000e+03	7.080000e+03	7.540000e+03	7.800000e+03	7.060000e+03	7.480000e+03	7.160000e+03	7.080000e+03	7.160000e+03	7.640000e+03	7.580000e+03	8.520000e+03	8.300000e+03	6.680000e+03	7.380000e+03	6.820000e+03	7.060000e+03	6.940000e+03	7.620000e+03	7.300000e+03	7.620000e+03	7.300000e+03
7.980000e+03	7.620000e+03	9.060000e+03	8.280000e+03	8.940000e+03	8.700000e+03	9.640000e+03	8.500000e+03	8.200000e+03	8.360000e+03	7.640000e+03	6.240000e+03	7.540000e+03	6.860000e+03	7.020000e+03	8.100000e+03	7.260000e+03	7.280000e+03	8.160000e+03	7.280000e+03	8.060000e+03	8.460000e+03	7.200000e+03	7.860000e+03	8.440000e+03	8.620000e+03	9.240000e+03	8.040000e+03	7.400000e+03	8.220000e+03	7.400000e+03
7.680000e+03	8.700000e+03	7.380000e+03	8.420000e+03	7.820000e+03	8.800000e+03	7.320000e+03	7.560000e+03	6.840000e+03	7.040000e+03	7.220000e+03	6.500000e+03	6.860000e+03	7.000000e+03	7.340000e+03	6.800000e+03	6.760000e+03	6.820000e+03	7.140000e+03	6.860000e+03	7.200000e+03	6.920000e+03	7.400000e+03	7.080000e+03	7.540000e+03	7.600000e+03	7.080000e+03	7.640000e+03	7.020000e+03	7.700000e+03	7.900000e+03
8.360000e+03	7.960000e+03	7.140000e+03	7.760000e+03	7.500000e+03	9.340000e+03	9.580000e+03	9.020000e+03	9.180000e+03	8.500000e+03	8.180000e+03	7.520000e+03	7.420000e+03	7.360000e+03	7.120000e+03	7.900000e+03	7.400000e+03	8.200000e+03	7.780000e+03	8.200000e+03	7.780000e+03	7.880000e+03	8.900000e+03	8.300000e+03	7.620000e+03	7.440000e+03	7.920000e+03	8.320000e+03	7.820000e+03	8.480000e+03	7.260000e+03
8.060000e+03	8.400000e+03	7.660000e+03	8.220000e+03	7.100000e+03	6.320000e+03	7.360000e+03	7.620000e+03	7.760000e+03	7.340000e+03	7.160000e+03	7.080000e+03	7.500000e+03	7.900000e+03	7.140000e+03	6.720000e+03	6.960000e+03	7.140000e+03	6.380000e+03	7.020000e+03	7.260000e+03	7.460000e+03	7.480000e+03	7.260000e+03	6.840000e+03	6.820000e+03	7.040000e+03	8.220000e+03	7.460000e+03	7.380000e+03	6.900000e+03
